O*NET-SOC Code,Title,Element ID,Element Name,Scale ID,Scale Name,Data Value,Date,Domain Source
51-6041.00,Shoe and Leather Workers and Repairers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,11/2023,Machine Learning
51-6042.00,Shoe Machine Operators and Tenders,1.B.1.a,Realistic,OI,Occupational Interests,6.65,11/2023,Machine Learning
51-6042.00,Shoe Machine Operators and Tenders,1.B.1.b,Investigative,OI,Occupational Interests,1.93,11/2023,Machine Learning
51-6042.00,Shoe Machine Operators and Tenders,1.B.1.c,Artistic,OI,Occupational Interests,1.36,11/2023,Machine Learning
51-6042.00,Shoe Machine Operators and Tenders,1.B.1.d,Social,OI,Occupational Interests,1.37,11/2023,Machine Learning
51-6042.00,Shoe Machine Operators and Tenders,1.B.1.e,Enterprising,OI,Occupational Interests,1.53,11/2023,Machine Learning
51-6042.00,Shoe Machine Operators and Tenders,1.B.1.f,Conventional,OI,Occupational Interests,4.16,11/2023,Machine Learning
51-6042.00,Shoe Machine Operators and Tenders,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
51-6042.00,Shoe Machine Operators and Tenders,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
51-6042.00,Shoe Machine Operators and Tenders,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,11/2023,Machine Learning
51-6051.00,"Sewers, Hand",1.B.1.a,Realistic,OI,Occupational Interests,6.28,11/2023,Machine Learning
51-6051.00,"Sewers, Hand",1.B.1.b,Investigative,OI,Occupational Interests,1,11/2023,Machine Learning
51-6051.00,"Sewers, Hand",1.B.1.c,Artistic,OI,Occupational Interests,2.89,11/2023,Machine Learning
51-6051.00,"Sewers, Hand",1.B.1.d,Social,OI,Occupational Interests,1.62,11/2023,Machine Learning
51-6051.00,"Sewers, Hand",1.B.1.e,Enterprising,OI,Occupational Interests,1.26,11/2023,Machine Learning
51-6051.00,"Sewers, Hand",1.B.1.f,Conventional,OI,Occupational Interests,3.23,11/2023,Machine Learning
51-6051.00,"Sewers, Hand",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
51-6051.00,"Sewers, Hand",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
51-6051.00,"Sewers, Hand",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,3,11/2023,Machine Learning
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",1.B.1.a,Realistic,OI,Occupational Interests,6.11,11/2023,Machine Learning
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",1.B.1.b,Investigative,OI,Occupational Interests,1.07,11/2023,Machine Learning
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",1.B.1.c,Artistic,OI,Occupational Interests,4,11/2023,Machine Learning
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",1.B.1.d,Social,OI,Occupational Interests,1.97,11/2023,Machine Learning
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",1.B.1.e,Enterprising,OI,Occupational Interests,2.19,11/2023,Machine Learning
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",1.B.1.f,Conventional,OI,Occupational Interests,2.98,11/2023,Machine Learning
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,3,11/2023,Machine Learning
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,11/2023,Machine Learning
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,1.B.1.a,Realistic,OI,Occupational Interests,6.81,11/2023,Machine Learning
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,1.B.1.b,Investigative,OI,Occupational Interests,2.15,11/2023,Machine Learning
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,1.B.1.c,Artistic,OI,Occupational Interests,1.15,11/2023,Machine Learning
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,1.B.1.d,Social,OI,Occupational Interests,1.21,11/2023,Machine Learning
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,1.B.1.e,Enterprising,OI,Occupational Interests,1.11,11/2023,Machine Learning
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,1.B.1.f,Conventional,OI,Occupational Interests,4.29,11/2023,Machine Learning
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,11/2023,Machine Learning
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",1.B.1.a,Realistic,OI,Occupational Interests,6.35,11/2023,Machine Learning
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",1.B.1.b,Investigative,OI,Occupational Interests,1.57,11/2023,Machine Learning
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",1.B.1.c,Artistic,OI,Occupational Interests,1.5,11/2023,Machine Learning
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",1.B.1.d,Social,OI,Occupational Interests,1.2,11/2023,Machine Learning
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",1.B.1.e,Enterprising,OI,Occupational Interests,1.68,11/2023,Machine Learning
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",1.B.1.f,Conventional,OI,Occupational Interests,4.52,11/2023,Machine Learning
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,11/2023,Machine Learning
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",1.B.1.a,Realistic,OI,Occupational Interests,6.85,11/2023,Machine Learning
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",1.B.1.b,Investigative,OI,Occupational Interests,1.75,11/2023,Machine Learning
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",1.B.1.c,Artistic,OI,Occupational Interests,1.65,11/2023,Machine Learning
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",1.B.1.d,Social,OI,Occupational Interests,1.04,11/2023,Machine Learning
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",1.B.1.e,Enterprising,OI,Occupational Interests,1.4,11/2023,Machine Learning
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",1.B.1.f,Conventional,OI,Occupational Interests,4.29,11/2023,Machine Learning
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,11/2023,Machine Learning
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",1.B.1.a,Realistic,OI,Occupational Interests,6.5,11/2023,Machine Learning
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",1.B.1.b,Investigative,OI,Occupational Interests,1.48,11/2023,Machine Learning
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",1.B.1.c,Artistic,OI,Occupational Interests,1.33,11/2023,Machine Learning
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",1.B.1.d,Social,OI,Occupational Interests,1,11/2023,Machine Learning
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",1.B.1.e,Enterprising,OI,Occupational Interests,1.53,11/2023,Machine Learning
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",1.B.1.f,Conventional,OI,Occupational Interests,4.32,11/2023,Machine Learning
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,11/2023,Machine Learning
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",1.B.1.a,Realistic,OI,Occupational Interests,6.5,11/2023,Machine Learning
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",1.B.1.b,Investigative,OI,Occupational Interests,2.21,11/2023,Machine Learning
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",1.B.1.c,Artistic,OI,Occupational Interests,1.27,11/2023,Machine Learning
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",1.B.1.d,Social,OI,Occupational Interests,1.22,11/2023,Machine Learning
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",1.B.1.e,Enterprising,OI,Occupational Interests,1.41,11/2023,Machine Learning
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",1.B.1.f,Conventional,OI,Occupational Interests,4.05,11/2023,Machine Learning
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,11/2023,Machine Learning
51-6092.00,Fabric and Apparel Patternmakers,1.B.1.a,Realistic,OI,Occupational Interests,5.52,11/2023,Machine Learning
51-6092.00,Fabric and Apparel Patternmakers,1.B.1.b,Investigative,OI,Occupational Interests,1.28,11/2023,Machine Learning
51-6092.00,Fabric and Apparel Patternmakers,1.B.1.c,Artistic,OI,Occupational Interests,5.46,11/2023,Machine Learning
51-6092.00,Fabric and Apparel Patternmakers,1.B.1.d,Social,OI,Occupational Interests,1.37,11/2023,Machine Learning
51-6092.00,Fabric and Apparel Patternmakers,1.B.1.e,Enterprising,OI,Occupational Interests,1.5,11/2023,Machine Learning
51-6092.00,Fabric and Apparel Patternmakers,1.B.1.f,Conventional,OI,Occupational Interests,4.31,11/2023,Machine Learning
51-6092.00,Fabric and Apparel Patternmakers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
51-6092.00,Fabric and Apparel Patternmakers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,3,11/2023,Machine Learning
51-6092.00,Fabric and Apparel Patternmakers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
51-6093.00,Upholsterers,1.B.1.a,Realistic,OI,Occupational Interests,6.88,11/2023,Machine Learning
51-6093.00,Upholsterers,1.B.1.b,Investigative,OI,Occupational Interests,1.88,11/2023,Machine Learning
51-6093.00,Upholsterers,1.B.1.c,Artistic,OI,Occupational Interests,3.1,11/2023,Machine Learning
51-6093.00,Upholsterers,1.B.1.d,Social,OI,Occupational Interests,1.34,11/2023,Machine Learning
51-6093.00,Upholsterers,1.B.1.e,Enterprising,OI,Occupational Interests,1,11/2023,Machine Learning
51-6093.00,Upholsterers,1.B.1.f,Conventional,OI,Occupational Interests,2.94,11/2023,Machine Learning
51-6093.00,Upholsterers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
51-6093.00,Upholsterers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,3,11/2023,Machine Learning
51-6093.00,Upholsterers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
51-7011.00,Cabinetmakers and Bench Carpenters,1.B.1.a,Realistic,OI,Occupational Interests,7,11/2023,Machine Learning
51-7011.00,Cabinetmakers and Bench Carpenters,1.B.1.b,Investigative,OI,Occupational Interests,2.07,11/2023,Machine Learning
51-7011.00,Cabinetmakers and Bench Carpenters,1.B.1.c,Artistic,OI,Occupational Interests,2.43,11/2023,Machine Learning
51-7011.00,Cabinetmakers and Bench Carpenters,1.B.1.d,Social,OI,Occupational Interests,1.14,11/2023,Machine Learning
51-7011.00,Cabinetmakers and Bench Carpenters,1.B.1.e,Enterprising,OI,Occupational Interests,1.21,11/2023,Machine Learning
51-7011.00,Cabinetmakers and Bench Carpenters,1.B.1.f,Conventional,OI,Occupational Interests,3.56,11/2023,Machine Learning
51-7011.00,Cabinetmakers and Bench Carpenters,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
51-7011.00,Cabinetmakers and Bench Carpenters,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
51-7011.00,Cabinetmakers and Bench Carpenters,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,11/2023,Machine Learning
51-7021.00,Furniture Finishers,1.B.1.a,Realistic,OI,Occupational Interests,7,11/2023,Machine Learning
51-7021.00,Furniture Finishers,1.B.1.b,Investigative,OI,Occupational Interests,1.44,11/2023,Machine Learning
51-7021.00,Furniture Finishers,1.B.1.c,Artistic,OI,Occupational Interests,2.81,11/2023,Machine Learning
51-7021.00,Furniture Finishers,1.B.1.d,Social,OI,Occupational Interests,1.27,11/2023,Machine Learning
51-7021.00,Furniture Finishers,1.B.1.e,Enterprising,OI,Occupational Interests,1,11/2023,Machine Learning
51-7021.00,Furniture Finishers,1.B.1.f,Conventional,OI,Occupational Interests,2.92,11/2023,Machine Learning
51-7021.00,Furniture Finishers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
51-7021.00,Furniture Finishers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
51-7021.00,Furniture Finishers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,3,11/2023,Machine Learning
51-7031.00,"Model Makers, Wood",1.B.1.a,Realistic,OI,Occupational Interests,7,11/2023,Machine Learning
51-7031.00,"Model Makers, Wood",1.B.1.b,Investigative,OI,Occupational Interests,2.59,11/2023,Machine Learning
51-7031.00,"Model Makers, Wood",1.B.1.c,Artistic,OI,Occupational Interests,3.86,11/2023,Machine Learning
51-7031.00,"Model Makers, Wood",1.B.1.d,Social,OI,Occupational Interests,1.35,11/2023,Machine Learning
51-7031.00,"Model Makers, Wood",1.B.1.e,Enterprising,OI,Occupational Interests,1.55,11/2023,Machine Learning
51-7031.00,"Model Makers, Wood",1.B.1.f,Conventional,OI,Occupational Interests,3.99,11/2023,Machine Learning
51-7031.00,"Model Makers, Wood",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
51-7031.00,"Model Makers, Wood",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
51-7031.00,"Model Makers, Wood",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,3,11/2023,Machine Learning
51-7032.00,"Patternmakers, Wood",1.B.1.a,Realistic,OI,Occupational Interests,6.69,11/2023,Machine Learning
51-7032.00,"Patternmakers, Wood",1.B.1.b,Investigative,OI,Occupational Interests,2.09,11/2023,Machine Learning
51-7032.00,"Patternmakers, Wood",1.B.1.c,Artistic,OI,Occupational Interests,3.87,11/2023,Machine Learning
51-7032.00,"Patternmakers, Wood",1.B.1.d,Social,OI,Occupational Interests,1.24,11/2023,Machine Learning
51-7032.00,"Patternmakers, Wood",1.B.1.e,Enterprising,OI,Occupational Interests,1.24,11/2023,Machine Learning
51-7032.00,"Patternmakers, Wood",1.B.1.f,Conventional,OI,Occupational Interests,4,11/2023,Machine Learning
51-7032.00,"Patternmakers, Wood",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
51-7032.00,"Patternmakers, Wood",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
51-7032.00,"Patternmakers, Wood",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,3,11/2023,Machine Learning
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",1.B.1.a,Realistic,OI,Occupational Interests,7,11/2023,Machine Learning
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",1.B.1.b,Investigative,OI,Occupational Interests,2.33,11/2023,Machine Learning
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",1.B.1.c,Artistic,OI,Occupational Interests,1,11/2023,Machine Learning
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",1.B.1.d,Social,OI,Occupational Interests,1.13,11/2023,Machine Learning
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",1.B.1.e,Enterprising,OI,Occupational Interests,1,11/2023,Machine Learning
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",1.B.1.f,Conventional,OI,Occupational Interests,4.13,11/2023,Machine Learning
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,11/2023,Machine Learning
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",1.B.1.a,Realistic,OI,Occupational Interests,7,11/2023,Machine Learning
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",1.B.1.b,Investigative,OI,Occupational Interests,2.43,11/2023,Machine Learning
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",1.B.1.c,Artistic,OI,Occupational Interests,1.15,11/2023,Machine Learning
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",1.B.1.d,Social,OI,Occupational Interests,1.18,11/2023,Machine Learning
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",1.B.1.e,Enterprising,OI,Occupational Interests,1.03,11/2023,Machine Learning
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",1.B.1.f,Conventional,OI,Occupational Interests,4.15,11/2023,Machine Learning
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,11/2023,Machine Learning
51-8011.00,Nuclear Power Reactor Operators,1.B.1.a,Realistic,OI,Occupational Interests,5.24,11/2023,Machine Learning
51-8011.00,Nuclear Power Reactor Operators,1.B.1.b,Investigative,OI,Occupational Interests,3.25,11/2023,Machine Learning
51-8011.00,Nuclear Power Reactor Operators,1.B.1.c,Artistic,OI,Occupational Interests,1,11/2023,Machine Learning
51-8011.00,Nuclear Power Reactor Operators,1.B.1.d,Social,OI,Occupational Interests,2.17,11/2023,Machine Learning
51-8011.00,Nuclear Power Reactor Operators,1.B.1.e,Enterprising,OI,Occupational Interests,2.7,11/2023,Machine Learning
51-8011.00,Nuclear Power Reactor Operators,1.B.1.f,Conventional,OI,Occupational Interests,5.15,11/2023,Machine Learning
51-8011.00,Nuclear Power Reactor Operators,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
51-8011.00,Nuclear Power Reactor Operators,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
51-8011.00,Nuclear Power Reactor Operators,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,11/2023,Machine Learning
51-8012.00,Power Distributors and Dispatchers,1.B.1.a,Realistic,OI,Occupational Interests,5.16,11/2023,Machine Learning
51-8012.00,Power Distributors and Dispatchers,1.B.1.b,Investigative,OI,Occupational Interests,2.51,11/2023,Machine Learning
51-8012.00,Power Distributors and Dispatchers,1.B.1.c,Artistic,OI,Occupational Interests,1,11/2023,Machine Learning
51-8012.00,Power Distributors and Dispatchers,1.B.1.d,Social,OI,Occupational Interests,1.95,11/2023,Machine Learning
51-8012.00,Power Distributors and Dispatchers,1.B.1.e,Enterprising,OI,Occupational Interests,3,11/2023,Machine Learning
51-8012.00,Power Distributors and Dispatchers,1.B.1.f,Conventional,OI,Occupational Interests,5.08,11/2023,Machine Learning
51-8012.00,Power Distributors and Dispatchers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
51-8012.00,Power Distributors and Dispatchers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
51-8012.00,Power Distributors and Dispatchers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,11/2023,Machine Learning
51-8013.00,Power Plant Operators,1.B.1.a,Realistic,OI,Occupational Interests,6.63,11/2023,Machine Learning
51-8013.00,Power Plant Operators,1.B.1.b,Investigative,OI,Occupational Interests,2.64,11/2023,Machine Learning
51-8013.00,Power Plant Operators,1.B.1.c,Artistic,OI,Occupational Interests,1,11/2023,Machine Learning
51-8013.00,Power Plant Operators,1.B.1.d,Social,OI,Occupational Interests,1.38,11/2023,Machine Learning
51-8013.00,Power Plant Operators,1.B.1.e,Enterprising,OI,Occupational Interests,1.96,11/2023,Machine Learning
51-8013.00,Power Plant Operators,1.B.1.f,Conventional,OI,Occupational Interests,5.08,11/2023,Machine Learning
51-8013.00,Power Plant Operators,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
51-8013.00,Power Plant Operators,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
51-8013.00,Power Plant Operators,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,11/2023,Machine Learning
51-8013.03,Biomass Plant Technicians,1.B.1.a,Realistic,OI,Occupational Interests,6.97,11/2023,Machine Learning
51-8013.03,Biomass Plant Technicians,1.B.1.b,Investigative,OI,Occupational Interests,3.12,11/2023,Machine Learning
51-8013.03,Biomass Plant Technicians,1.B.1.c,Artistic,OI,Occupational Interests,1,11/2023,Machine Learning
51-8013.03,Biomass Plant Technicians,1.B.1.d,Social,OI,Occupational Interests,1.22,11/2023,Machine Learning
51-8013.03,Biomass Plant Technicians,1.B.1.e,Enterprising,OI,Occupational Interests,1.75,11/2023,Machine Learning
51-8013.03,Biomass Plant Technicians,1.B.1.f,Conventional,OI,Occupational Interests,4.82,11/2023,Machine Learning
51-8013.03,Biomass Plant Technicians,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
51-8013.03,Biomass Plant Technicians,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
51-8013.03,Biomass Plant Technicians,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,11/2023,Machine Learning
51-8013.04,Hydroelectric Plant Technicians,1.B.1.a,Realistic,OI,Occupational Interests,7,11/2023,Machine Learning
51-8013.04,Hydroelectric Plant Technicians,1.B.1.b,Investigative,OI,Occupational Interests,3.28,11/2023,Machine Learning
51-8013.04,Hydroelectric Plant Technicians,1.B.1.c,Artistic,OI,Occupational Interests,1,11/2023,Machine Learning
51-8013.04,Hydroelectric Plant Technicians,1.B.1.d,Social,OI,Occupational Interests,1.21,11/2023,Machine Learning
51-8013.04,Hydroelectric Plant Technicians,1.B.1.e,Enterprising,OI,Occupational Interests,1.77,11/2023,Machine Learning
51-8013.04,Hydroelectric Plant Technicians,1.B.1.f,Conventional,OI,Occupational Interests,4.68,11/2023,Machine Learning
51-8013.04,Hydroelectric Plant Technicians,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
51-8013.04,Hydroelectric Plant Technicians,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
51-8013.04,Hydroelectric Plant Technicians,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,2,11/2023,Machine Learning
51-8021.00,Stationary Engineers and Boiler Operators,1.B.1.a,Realistic,OI,Occupational Interests,7,11/2023,Machine Learning
51-8021.00,Stationary Engineers and Boiler Operators,1.B.1.b,Investigative,OI,Occupational Interests,3.24,11/2023,Machine Learning
51-8021.00,Stationary Engineers and Boiler Operators,1.B.1.c,Artistic,OI,Occupational Interests,1,11/2023,Machine Learning
51-8021.00,Stationary Engineers and Boiler Operators,1.B.1.d,Social,OI,Occupational Interests,1.09,11/2023,Machine Learning
51-8021.00,Stationary Engineers and Boiler Operators,1.B.1.e,Enterprising,OI,Occupational Interests,1.25,11/2023,Machine Learning
51-8021.00,Stationary Engineers and Boiler Operators,1.B.1.f,Conventional,OI,Occupational Interests,4.65,11/2023,Machine Learning
51-8021.00,Stationary Engineers and Boiler Operators,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,11/2023,Machine Learning
51-8021.00,Stationary Engineers and Boiler Operators,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,11/2023,Machine Learning
51-8021.00,Stationary Engineers and Boiler Operators,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,2,11/2023,Machine Learning
51-8031.00,Water and Wastewater Treatment Plant and System Operators,1.B.1.a,Realistic,OI,Occupational Interests,6.84,11/2023,Machine Learning
51-8031.00,Water and Wastewater Treatment Plant and System Operators,1.B.1.b,Investigative,OI,Occupational Interests,2.71,11/2023,Machine Learning
51-8031.00,Water and Wastewater Treatment Plant and System Operators,1.B.1.c,Artistic,OI,Occupational Interests,1,11/2023,Machine Learning
51-8031.00,Water and Wastewater Treatment Plant and System Operators,1.B.1.d,Social,OI,Occupational Interests,1.52,11/2023,Machine Learning
51-8031.00,Water and Wastewater Treatment Plant and System Operators,1.B.1.e,Enterprising,OI,Occupational Interests,1.46,11/2023,Machine Learning
51-8031.00,Water and Wastewater Treatment Plant and System Operators,1.B.1.f,Conventional,OI,Occupational Interests,4.64,11/2023,Machine Learning
